index,client_iso_time,server_time_ms,q0,q1,q2,q3,roll_deg,pitch_deg,yaw_deg,latency_es_ms,latency_sc_ms,latency_total_ms
746,2026-04-07T10:50:23.607Z,1775559023967,0.998233,-0.005762,-0.010029,-0.004972,-0.6535,-1.1506,-0.5622,40,-360,-320
747,2026-04-07T10:50:23.610Z,1775559023967,0.998233,-0.005692,-0.010058,-0.004955,-0.6455,-1.1538,-0.5604,40,-357,-317
748,2026-04-07T10:50:23.614Z,1775559023967,0.998232,-0.005757,-0.010111,-0.004940,-0.6530,-1.1599,-0.5585,40,-353,-313
749,2026-04-07T10:50:23.619Z,1775559023967,0.998232,-0.005797,-0.010158,-0.004950,-0.6575,-1.1653,-0.5596,40,-348,-308
750,2026-04-07T10:50:23.814Z,1775559024175,0.998231,-0.005784,-0.010209,-0.004941,-0.6560,-1.1712,-0.5586,40,-361,-321
751,2026-04-07T10:50:23.819Z,1775559024175,0.998233,-0.005691,-0.010103,-0.004941,-0.6454,-1.1590,-0.5587,40,-356,-316
752,2026-04-07T10:50:23.822Z,1775559024175,0.998232,-0.005802,-0.010121,-0.004942,-0.6581,-1.1611,-0.5587,40,-353,-313
753,2026-04-07T10:50:23.825Z,1775559024175,0.998232,-0.005928,-0.010084,-0.004926,-0.6726,-1.1569,-0.5568,40,-350,-310
754,2026-04-07T10:50:24.025Z,1775559024384,0.998230,-0.005951,-0.010243,-0.004913,-0.6751,-1.1751,-0.5551,40,-359,-319
755,2026-04-07T10:50:24.028Z,1775559024384,0.998230,-0.005934,-0.010293,-0.004924,-0.6731,-1.1808,-0.5564,40,-356,-316
756,2026-04-07T10:50:24.033Z,1775559024384,0.998230,-0.005892,-0.010311,-0.004927,-0.6683,-1.1829,-0.5568,40,-351,-311
757,2026-04-07T10:50:24.036Z,1775559024384,0.998230,-0.005919,-0.010259,-0.004940,-0.6714,-1.1769,-0.5582,40,-348,-308
758,2026-04-07T10:50:24.221Z,1775559024581,0.998229,-0.005953,-0.010325,-0.004923,-0.6753,-1.1845,-0.5562,40,-360,-320
759,2026-04-07T10:50:24.231Z,1775559024582,0.998229,-0.005879,-0.010395,-0.004901,-0.6668,-1.1925,-0.5537,40,-351,-311
760,2026-04-07T10:50:24.234Z,1775559024582,0.998228,-0.005892,-0.010443,-0.004908,-0.6683,-1.1980,-0.5545,40,-348,-308
761,2026-04-07T10:50:24.239Z,1775559024582,0.998228,-0.005952,-0.010438,-0.004904,-0.6751,-1.1974,-0.5540,40,-343,-303
762,2026-04-07T10:50:24.436Z,1775559024794,0.998229,-0.005888,-0.010352,-0.004935,-0.6678,-1.1876,-0.5577,40,-358,-318
763,2026-04-07T10:50:24.439Z,1775559024794,0.998231,-0.005812,-0.010231,-0.004952,-0.6592,-1.1737,-0.5598,40,-355,-315
764,2026-04-07T10:50:24.442Z,1775559024794,0.998231,-0.005811,-0.010173,-0.004958,-0.6591,-1.1671,-0.5605,40,-352,-312
765,2026-04-07T10:50:24.445Z,1775559024795,0.998231,-0.005846,-0.010167,-0.004963,-0.6631,-1.1664,-0.5610,40,-350,-310
766,2026-04-07T10:50:24.448Z,1775559024795,0.998230,-0.005808,-0.010293,-0.004955,-0.6587,-1.1808,-0.5601,40,-347,-307
767,2026-04-07T10:50:24.636Z,1775559024995,0.998230,-0.005877,-0.010271,-0.004952,-0.6666,-1.1783,-0.5597,40,-359,-319
768,2026-04-07T10:50:24.639Z,1775559024995,0.998230,-0.005859,-0.010229,-0.004965,-0.6645,-1.1735,-0.5612,40,-356,-316
769,2026-04-07T10:50:24.642Z,1775559024995,0.998232,-0.005735,-0.010177,-0.004954,-0.6504,-1.1675,-0.5601,40,-353,-313
770,2026-04-07T10:50:24.843Z,1775559025204,0.998233,-0.005685,-0.010097,-0.004951,-0.6447,-1.1583,-0.5599,40,-361,-321
771,2026-04-07T10:50:24.846Z,1775559025204,0.998233,-0.005706,-0.010065,-0.004969,-0.6471,-1.1547,-0.5619,40,-358,-318
772,2026-04-07T10:50:24.851Z,1775559025204,0.998233,-0.005682,-0.010084,-0.004967,-0.6444,-1.1568,-0.5617,40,-353,-313
773,2026-04-07T10:50:24.854Z,1775559025204,0.998231,-0.005712,-0.010239,-0.004979,-0.6477,-1.1746,-0.5630,40,-350,-310
774,2026-04-07T10:50:24.858Z,1775559025205,0.998230,-0.005750,-0.010319,-0.005007,-0.6520,-1.1838,-0.5661,40,-347,-307
775,2026-04-07T10:50:25.048Z,1775559025408,0.998230,-0.005793,-0.010292,-0.005013,-0.6569,-1.1807,-0.5667,40,-360,-320
776,2026-04-07T10:50:25.052Z,1775559025409,0.998230,-0.005783,-0.010304,-0.005020,-0.6557,-1.1821,-0.5675,40,-357,-317
777,2026-04-07T10:50:25.055Z,1775559025409,0.998230,-0.005820,-0.010276,-0.005035,-0.6600,-1.1789,-0.5692,40,-355,-315
778,2026-04-07T10:50:25.057Z,1775559025409,0.998230,-0.005867,-0.010279,-0.005032,-0.6653,-1.1793,-0.5688,40,-352,-312
779,2026-04-07T10:50:25.254Z,1775559025613,0.998230,-0.005769,-0.010264,-0.005015,-0.6542,-1.1775,-0.5670,40,-359,-319
780,2026-04-07T10:50:25.257Z,1775559025613,0.998230,-0.005808,-0.010292,-0.005019,-0.6586,-1.1807,-0.5674,40,-356,-316
781,2026-04-07T10:50:25.260Z,1775559025613,0.998228,-0.005976,-0.010332,-0.005020,-0.6778,-1.1854,-0.5673,40,-353,-313
782,2026-04-07T10:50:25.263Z,1775559025613,0.998230,-0.005952,-0.010226,-0.005017,-0.6751,-1.1732,-0.5670,40,-350,-310
783,2026-04-07T10:50:25.449Z,1775559025810,0.998231,-0.005907,-0.010134,-0.005010,-0.6700,-1.1627,-0.5664,40,-361,-321
784,2026-04-07T10:50:25.453Z,1775559025810,0.998231,-0.005890,-0.010122,-0.005008,-0.6681,-1.1613,-0.5662,40,-357,-317
785,2026-04-07T10:50:25.457Z,1775559025810,0.998231,-0.005861,-0.010198,-0.005004,-0.6647,-1.1700,-0.5657,40,-353,-313
786,2026-04-07T10:50:25.460Z,1775559025810,0.998231,-0.005879,-0.010113,-0.005005,-0.6668,-1.1603,-0.5658,40,-350,-310
787,2026-04-07T10:50:25.662Z,1775559026021,0.998232,-0.005830,-0.010083,-0.005025,-0.6612,-1.1568,-0.5682,40,-359,-319
788,2026-04-07T10:50:25.665Z,1775559026021,0.998231,-0.005828,-0.010142,-0.005039,-0.6610,-1.1636,-0.5698,40,-356,-316
789,2026-04-07T10:50:25.668Z,1775559026021,0.998230,-0.005907,-0.010173,-0.005034,-0.6700,-1.1672,-0.5691,40,-353,-313
790,2026-04-07T10:50:25.671Z,1775559026021,0.998231,-0.005876,-0.010145,-0.005045,-0.6664,-1.1640,-0.5704,40,-350,-310
791,2026-04-07T10:50:25.861Z,1775559026219,0.998229,-0.005921,-0.010319,-0.005047,-0.6715,-1.1839,-0.5704,40,-359,-319
792,2026-04-07T10:50:25.864Z,1775559026220,0.998229,-0.005972,-0.010318,-0.005024,-0.6773,-1.1838,-0.5678,40,-356,-316
793,2026-04-07T10:50:25.868Z,1775559026220,0.998229,-0.005947,-0.010256,-0.005022,-0.6745,-1.1767,-0.5676,40,-352,-312
794,2026-04-07T10:50:25.871Z,1775559026220,0.998230,-0.005871,-0.010209,-0.004997,-0.6659,-1.1712,-0.5649,40,-349,-309
795,2026-04-07T10:50:26.066Z,1775559026425,0.998230,-0.005888,-0.010230,-0.004992,-0.6678,-1.1736,-0.5643,40,-359,-319
796,2026-04-07T10:50:26.070Z,1775559026425,0.998230,-0.005922,-0.010262,-0.004966,-0.6717,-1.1773,-0.5612,40,-355,-315
797,2026-04-07T10:50:26.074Z,1775559026425,0.998230,-0.005858,-0.010264,-0.004965,-0.6644,-1.1775,-0.5612,40,-351,-311
798,2026-04-07T10:50:26.077Z,1775559026425,0.998230,-0.005853,-0.010295,-0.004985,-0.6638,-1.1811,-0.5635,40,-348,-308
799,2026-04-07T10:50:26.279Z,1775559026637,0.998231,-0.005760,-0.010286,-0.004950,-0.6532,-1.1800,-0.5596,40,-358,-318
800,2026-04-07T10:50:26.282Z,1775559026637,0.998231,-0.005660,-0.010311,-0.004958,-0.6417,-1.1828,-0.5606,40,-355,-315
801,2026-04-07T10:50:26.287Z,1775559026637,0.998230,-0.005658,-0.010387,-0.004966,-0.6415,-1.1915,-0.5615,40,-350,-310
802,2026-04-07T10:50:26.290Z,1775559026637,0.998230,-0.005635,-0.010434,-0.004966,-0.6388,-1.1968,-0.5614,40,-347,-307
803,2026-04-07T10:50:26.475Z,1775559026835,0.998229,-0.005683,-0.010499,-0.004981,-0.6442,-1.2043,-0.5631,40,-360,-320
804,2026-04-07T10:50:26.480Z,1775559026835,0.998228,-0.005770,-0.010498,-0.005009,-0.6542,-1.2043,-0.5662,40,-355,-315
805,2026-04-07T10:50:26.485Z,1775559026836,0.998228,-0.005813,-0.010426,-0.005001,-0.6591,-1.1960,-0.5652,40,-351,-311
806,2026-04-07T10:50:26.488Z,1775559026836,0.998229,-0.005821,-0.010340,-0.005015,-0.6601,-1.1862,-0.5669,40,-348,-308
807,2026-04-07T10:50:26.681Z,1775559027041,0.998229,-0.005828,-0.010356,-0.005005,-0.6609,-1.1880,-0.5657,40,-360,-320
808,2026-04-07T10:50:26.684Z,1775559027041,0.998229,-0.005871,-0.010347,-0.005000,-0.6658,-1.1870,-0.5651,40,-357,-317
809,2026-04-07T10:50:26.690Z,1775559027041,0.998230,-0.005834,-0.010304,-0.004988,-0.6616,-1.1821,-0.5638,40,-351,-311
810,2026-04-07T10:50:26.693Z,1775559027041,0.998231,-0.005794,-0.010231,-0.004999,-0.6571,-1.1737,-0.5652,40,-348,-308
811,2026-04-07T10:50:26.884Z,1775559027244,0.998230,-0.005838,-0.010209,-0.005021,-0.6621,-1.1712,-0.5676,40,-360,-320
812,2026-04-07T10:50:26.888Z,1775559027244,0.998231,-0.005825,-0.010176,-0.005005,-0.6606,-1.1674,-0.5659,40,-356,-316
813,2026-04-07T10:50:26.892Z,1775559027244,0.998231,-0.005831,-0.010200,-0.005006,-0.6613,-1.1702,-0.5659,40,-352,-312
814,2026-04-07T10:50:26.895Z,1775559027244,0.998230,-0.005875,-0.010236,-0.005007,-0.6663,-1.1743,-0.5660,40,-349,-309
815,2026-04-07T10:50:26.898Z,1775559027244,0.998230,-0.005904,-0.010222,-0.005014,-0.6696,-1.1728,-0.5668,40,-346,-306
816,2026-04-07T10:50:27.090Z,1775559027448,0.998230,-0.005903,-0.010254,-0.005018,-0.6695,-1.1764,-0.5672,175,-358,-183
817,2026-04-07T10:50:27.093Z,1775559027448,0.998229,-0.005998,-0.010228,-0.005012,-0.6804,-1.1735,-0.5664,175,-355,-180
818,2026-04-07T10:50:27.096Z,1775559027449,0.998229,-0.005965,-0.010268,-0.005016,-0.6766,-1.1781,-0.5669,175,-353,-178
819,2026-04-07T10:50:27.099Z,1775559027449,0.998229,-0.006003,-0.010284,-0.005015,-0.6809,-1.1799,-0.5667,175,-350,-175
820,2026-04-07T10:50:27.304Z,1775559027662,0.998228,-0.006050,-0.010377,-0.005016,-0.6863,-1.1906,-0.5667,175,-358,-183
821,2026-04-07T10:50:27.307Z,1775559027663,0.998229,-0.005979,-0.010315,-0.005010,-0.6782,-1.1834,-0.5662,175,-356,-181
822,2026-04-07T10:50:27.311Z,1775559027663,0.998229,-0.005923,-0.010341,-0.005009,-0.6717,-1.1864,-0.5661,175,-352,-177
823,2026-04-07T10:50:27.315Z,1775559027663,0.998229,-0.005919,-0.010340,-0.005016,-0.6713,-1.1863,-0.5669,175,-348,-173
824,2026-04-07T10:50:27.498Z,1775559027858,0.998229,-0.005893,-0.010347,-0.005028,-0.6683,-1.1871,-0.5683,175,-360,-185
825,2026-04-07T10:50:27.501Z,1775559027858,0.998230,-0.005889,-0.010267,-0.005036,-0.6679,-1.1779,-0.5693,175,-357,-182
826,2026-04-07T10:50:27.505Z,1775559027858,0.998230,-0.005830,-0.010291,-0.005030,-0.6611,-1.1806,-0.5686,175,-353,-178
827,2026-04-07T10:50:27.511Z,1775559027858,0.998228,-0.005858,-0.010398,-0.005038,-0.6642,-1.1929,-0.5694,175,-347,-172
828,2026-04-07T10:50:27.703Z,1775559028062,0.998229,-0.005757,-0.010389,-0.005065,-0.6527,-1.1918,-0.5727,175,-359,-184
829,2026-04-07T10:50:27.706Z,1775559028062,0.998229,-0.005782,-0.010365,-0.005051,-0.6556,-1.1891,-0.5710,175,-356,-181
830,2026-04-07T10:50:27.711Z,1775559028062,0.998230,-0.005704,-0.010313,-0.005064,-0.6466,-1.1831,-0.5727,175,-351,-176
831,2026-04-07T10:50:27.714Z,1775559028062,0.998230,-0.005773,-0.010308,-0.005065,-0.6545,-1.1826,-0.5727,175,-348,-173
832,2026-04-07T10:50:27.909Z,1775559028267,0.998229,-0.005901,-0.010276,-0.005065,-0.6692,-1.1790,-0.5726,175,-358,-183
833,2026-04-07T10:50:27.912Z,1775559028267,0.998229,-0.005895,-0.010321,-0.005068,-0.6685,-1.1841,-0.5729,175,-355,-180
834,2026-04-07T10:50:27.917Z,1775559028268,0.998229,-0.005902,-0.010322,-0.005076,-0.6693,-1.1842,-0.5738,175,-351,-176
835,2026-04-07T10:50:27.920Z,1775559028268,0.998228,-0.005926,-0.010340,-0.005075,-0.6720,-1.1863,-0.5736,175,-348,-173
836,2026-04-07T10:50:28.121Z,1775559028481,0.998227,-0.006014,-0.010383,-0.005076,-0.6821,-1.1913,-0.5736,175,-360,-185
837,2026-04-07T10:50:28.124Z,1775559028481,0.998227,-0.005989,-0.010421,-0.005087,-0.6792,-1.1956,-0.5749,175,-357,-182
838,2026-04-07T10:50:28.129Z,1775559028481,0.998228,-0.005885,-0.010425,-0.005081,-0.6673,-1.1960,-0.5743,175,-352,-177
839,2026-04-07T10:50:28.132Z,1775559028482,0.998229,-0.005858,-0.010357,-0.005074,-0.6642,-1.1882,-0.5736,175,-350,-175
840,2026-04-07T10:50:28.316Z,1775559028676,0.998228,-0.005886,-0.010361,-0.005071,-0.6674,-1.1887,-0.5732,175,-360,-185
841,2026-04-07T10:50:28.319Z,1775559028676,0.998229,-0.005928,-0.010282,-0.005064,-0.6723,-1.1797,-0.5724,175,-357,-182
842,2026-04-07T10:50:28.322Z,1775559028676,0.998229,-0.005933,-0.010286,-0.005067,-0.6729,-1.1801,-0.5727,175,-354,-179
843,2026-04-07T10:50:28.325Z,1775559028677,0.998228,-0.005907,-0.010349,-0.005071,-0.6698,-1.1873,-0.5732,175,-352,-177
844,2026-04-07T10:50:28.528Z,1775559028889,0.998229,-0.005885,-0.010330,-0.005070,-0.6673,-1.1851,-0.5731,175,-361,-186
845,2026-04-07T10:50:28.531Z,1775559028889,0.998228,-0.005911,-0.010422,-0.005089,-0.6702,-1.1957,-0.5752,175,-358,-183
846,2026-04-07T10:50:28.534Z,1775559028889,0.998228,-0.005883,-0.010400,-0.005093,-0.6670,-1.1932,-0.5757,175,-355,-180
847,2026-04-07T10:50:28.537Z,1775559028889,0.998228,-0.005818,-0.010406,-0.005082,-0.6596,-1.1938,-0.5745,175,-352,-177
848,2026-04-07T10:50:28.726Z,1775559029086,0.998229,-0.005742,-0.010400,-0.005067,-0.6509,-1.1931,-0.5729,175,-360,-185
849,2026-04-07T10:50:28.731Z,1775559029086,0.998228,-0.005797,-0.010450,-0.005052,-0.6572,-1.1988,-0.5711,175,-355,-180
850,2026-04-07T10:50:28.736Z,1775559029086,0.998228,-0.005789,-0.010444,-0.005067,-0.6563,-1.1981,-0.5728,175,-350,-175
851,2026-04-07T10:50:28.739Z,1775559029086,0.998228,-0.005904,-0.010377,-0.005079,-0.6695,-1.1905,-0.5741,175,-347,-172
852,2026-04-07T10:50:28.939Z,1775559029299,0.998228,-0.005969,-0.010314,-0.005065,-0.6770,-1.1834,-0.5725,175,-360,-185
853,2026-04-07T10:50:28.942Z,1775559029299,0.998228,-0.005947,-0.010363,-0.005071,-0.6744,-1.1889,-0.5731,175,-357,-182
854,2026-04-07T10:50:28.946Z,1775559029299,0.998229,-0.005885,-0.010308,-0.005080,-0.6673,-1.1826,-0.5743,175,-353,-178
855,2026-04-07T10:50:28.949Z,1775559029299,0.998228,-0.005943,-0.010360,-0.005072,-0.6740,-1.1886,-0.5733,175,-350,-175
856,2026-04-07T10:50:28.952Z,1775559029299,0.998229,-0.005885,-0.010304,-0.005066,-0.6674,-1.1822,-0.5727,175,-347,-172
857,2026-04-07T10:50:29.139Z,1775559029498,0.998229,-0.005836,-0.010324,-0.005052,-0.6618,-1.1844,-0.5711,175,-359,-184
858,2026-04-07T10:50:29.142Z,1775559029498,0.998229,-0.005850,-0.010305,-0.005037,-0.6634,-1.1822,-0.5694,175,-356,-181
859,2026-04-07T10:50:29.147Z,1775559029498,0.998229,-0.005822,-0.010401,-0.005032,-0.6601,-1.1932,-0.5688,175,-351,-176
860,2026-04-07T10:50:29.150Z,1775559029498,0.998229,-0.005780,-0.010369,-0.005054,-0.6553,-1.1895,-0.5714,175,-348,-173
861,2026-04-07T10:50:29.345Z,1775559029704,0.998229,-0.005735,-0.010373,-0.005056,-0.6502,-1.1900,-0.5717,175,-359,-184
862,2026-04-07T10:50:29.348Z,1775559029704,0.998229,-0.005719,-0.010366,-0.005061,-0.6483,-1.1892,-0.5723,175,-356,-181
863,2026-04-07T10:50:29.353Z,1775559029704,0.998229,-0.005750,-0.010366,-0.005065,-0.6519,-1.1892,-0.5727,175,-351,-176
864,2026-04-07T10:50:29.356Z,1775559029704,0.998229,-0.005745,-0.010377,-0.005072,-0.6513,-1.1904,-0.5735,175,-348,-173
865,2026-04-07T10:50:29.546Z,1775559029906,0.998230,-0.005679,-0.010352,-0.005060,-0.6438,-1.1875,-0.5722,175,-360,-185
866,2026-04-07T10:50:29.549Z,1775559029906,0.998230,-0.005722,-0.010277,-0.005062,-0.6487,-1.1790,-0.5724,175,-357,-182
867,2026-04-07T10:50:29.553Z,1775559029906,0.998231,-0.005706,-0.010231,-0.005071,-0.6469,-1.1737,-0.5735,175,-353,-178
868,2026-04-07T10:50:29.557Z,1775559029907,0.998231,-0.005688,-0.010205,-0.005073,-0.6449,-1.1707,-0.5738,175,-350,-175
869,2026-04-07T10:50:29.759Z,1775559030120,0.998232,-0.005703,-0.010147,-0.005090,-0.6466,-1.1641,-0.5757,175,-361,-186
870,2026-04-07T10:50:29.764Z,1775559030120,0.998231,-0.005746,-0.010198,-0.005086,-0.6515,-1.1700,-0.5752,175,-356,-181
871,2026-04-07T10:50:29.767Z,1775559030120,0.998231,-0.005790,-0.010150,-0.005087,-0.6565,-1.1645,-0.5753,175,-353,-178
872,2026-04-07T10:50:29.770Z,1775559030120,0.998230,-0.005857,-0.010169,-0.005087,-0.6642,-1.1667,-0.5752,175,-350,-175
873,2026-04-07T10:50:29.954Z,1775559030315,0.998230,-0.005887,-0.010175,-0.005074,-0.6676,-1.1674,-0.5737,175,-361,-186
874,2026-04-07T10:50:29.959Z,1775559030315,0.998231,-0.005883,-0.010154,-0.005062,-0.6672,-1.1650,-0.5723,175,-356,-181
875,2026-04-07T10:50:29.962Z,1775559030315,0.998229,-0.005920,-0.010274,-0.005060,-0.6714,-1.1787,-0.5720,175,-353,-178
876,2026-04-07T10:50:29.965Z,1775559030315,0.998230,-0.005925,-0.010234,-0.005064,-0.6720,-1.1742,-0.5724,175,-350,-175
877,2026-04-07T10:50:30.170Z,1775559030529,0.998229,-0.005996,-0.010271,-0.005072,-0.6801,-1.1785,-0.5733,175,-359,-184
878,2026-04-07T10:50:30.174Z,1775559030529,0.998228,-0.006014,-0.010298,-0.005055,-0.6821,-1.1815,-0.5713,175,-355,-180
879,2026-04-07T10:50:30.178Z,1775559030529,0.998228,-0.006028,-0.010364,-0.005042,-0.6837,-1.1891,-0.5697,175,-351,-176
880,2026-04-07T10:50:30.181Z,1775559030529,0.998228,-0.005975,-0.010324,-0.005042,-0.6777,-1.1845,-0.5698,175,-348,-173
881,2026-04-07T10:50:30.365Z,1775559030725,0.998228,-0.005969,-0.010387,-0.005035,-0.6770,-1.1917,-0.5690,175,-360,-185
882,2026-04-07T10:50:30.370Z,1775559030725,0.998228,-0.005994,-0.010370,-0.005043,-0.6798,-1.1898,-0.5699,175,-355,-180
883,2026-04-07T10:50:30.373Z,1775559030725,0.998228,-0.006012,-0.010379,-0.005024,-0.6819,-1.1908,-0.5677,175,-352,-177
884,2026-04-07T10:50:30.376Z,1775559030725,0.998228,-0.005998,-0.010330,-0.005041,-0.6803,-1.1852,-0.5697,175,-349,-174
885,2026-04-07T10:50:30.582Z,1775559030941,0.998228,-0.006000,-0.010315,-0.005043,-0.6805,-1.1835,-0.5699,175,-359,-184
886,2026-04-07T10:50:30.585Z,1775559030941,0.998228,-0.005977,-0.010326,-0.005042,-0.6779,-1.1847,-0.5698,175,-356,-181
887,2026-04-07T10:50:30.589Z,1775559030941,0.998229,-0.005931,-0.010302,-0.005047,-0.6726,-1.1819,-0.5704,175,-352,-177
888,2026-04-07T10:50:30.592Z,1775559030941,0.998229,-0.005905,-0.010309,-0.005045,-0.6697,-1.1827,-0.5702,175,-349,-174
889,2026-04-07T10:50:30.777Z,1775559031134,0.998229,-0.005826,-0.010362,-0.005055,-0.6606,-1.1888,-0.5714,175,-357,-182
890,2026-04-07T10:50:30.780Z,1775559031134,0.998228,-0.005786,-0.010454,-0.005058,-0.6560,-1.1993,-0.5718,175,-354,-179
891,2026-04-07T10:50:30.783Z,1775559031134,0.998229,-0.005762,-0.010396,-0.005064,-0.6532,-1.1926,-0.5725,175,-351,-176
892,2026-04-07T10:50:30.786Z,1775559031134,0.998228,-0.005862,-0.010452,-0.005060,-0.6646,-1.1991,-0.5719,175,-348,-173
893,2026-04-07T10:50:30.985Z,1775559031340,0.998228,-0.005848,-0.010390,-0.005056,-0.6631,-1.1920,-0.5715,175,-355,-180
894,2026-04-07T10:50:30.989Z,1775559031340,0.998229,-0.005827,-0.010348,-0.005070,-0.6607,-1.1872,-0.5732,175,-351,-176
895,2026-04-07T10:50:30.992Z,1775559031341,0.998230,-0.005793,-0.010298,-0.005072,-0.6568,-1.1814,-0.5735,175,-349,-174
896,2026-04-07T10:50:30.995Z,1775559031341,0.998231,-0.005722,-0.010228,-0.005062,-0.6488,-1.1734,-0.5725,175,-346,-171
897,2026-04-07T10:50:31.212Z,1775559031551,0.998230,-0.005838,-0.010229,-0.005071,-0.6620,-1.1736,-0.5734,175,-339,-164
898,2026-04-07T10:50:31.216Z,1775559031551,0.998229,-0.005914,-0.010269,-0.005075,-0.6707,-1.1782,-0.5737,175,-335,-160
899,2026-04-07T10:50:31.220Z,1775559031551,0.998228,-0.005941,-0.010318,-0.005079,-0.6737,-1.1838,-0.5741,175,-331,-156
900,2026-04-07T10:50:31.224Z,1775559031552,0.998229,-0.005921,-0.010250,-0.005085,-0.6715,-1.1760,-0.5748,175,-328,-153
901,2026-04-07T10:50:31.227Z,1775559031552,0.998230,-0.005827,-0.010214,-0.005079,-0.6608,-1.1718,-0.5743,175,-325,-150
902,2026-04-07T10:50:31.388Z,1775559031749,0.998230,-0.005868,-0.010245,-0.005084,-0.6654,-1.1754,-0.5748,175,-361,-186
903,2026-04-07T10:50:31.391Z,1775559031749,0.998231,-0.005762,-0.010197,-0.005082,-0.6533,-1.1699,-0.5747,175,-358,-183
904,2026-04-07T10:50:31.396Z,1775559031749,0.998230,-0.005751,-0.010231,-0.005080,-0.6520,-1.1737,-0.5745,175,-353,-178
905,2026-04-07T10:50:31.399Z,1775559031749,0.998230,-0.005720,-0.010267,-0.005085,-0.6485,-1.1778,-0.5751,175,-350,-175
906,2026-04-07T10:50:31.599Z,1775559031959,0.998230,-0.005766,-0.010297,-0.005083,-0.6537,-1.1813,-0.5748,175,-360,-185
907,2026-04-07T10:50:31.602Z,1775559031960,0.998230,-0.005755,-0.010305,-0.005087,-0.6525,-1.1822,-0.5752,175,-358,-183
908,2026-04-07T10:50:31.606Z,1775559031960,0.998230,-0.005800,-0.010299,-0.005088,-0.6576,-1.1816,-0.5753,175,-354,-179
909,2026-04-07T10:50:31.612Z,1775559031960,0.998228,-0.005872,-0.010373,-0.005074,-0.6658,-1.1901,-0.5736,175,-348,-173
910,2026-04-07T10:50:31.800Z,1775559032160,0.998228,-0.005907,-0.010381,-0.005072,-0.6698,-1.1910,-0.5733,175,-360,-185
911,2026-04-07T10:50:31.803Z,1775559032161,0.998228,-0.005954,-0.010354,-0.005076,-0.6752,-1.1879,-0.5737,175,-358,-183
912,2026-04-07T10:50:31.806Z,1775559032161,0.998229,-0.005893,-0.010302,-0.005078,-0.6683,-1.1819,-0.5740,175,-355,-180
913,2026-04-07T10:50:31.809Z,1775559032161,0.998230,-0.005848,-0.010218,-0.005071,-0.6632,-1.1723,-0.5733,175,-352,-177
914,2026-04-07T10:50:32.121Z,1775559032481,0.998230,-0.005842,-0.010224,-0.005083,-0.6625,-1.1730,-0.5747,135,-360,-225
915,2026-04-07T10:50:32.124Z,1775559032481,0.998230,-0.005856,-0.010187,-0.005089,-0.6641,-1.1688,-0.5754,135,-357,-222
916,2026-04-07T10:50:32.129Z,1775559032481,0.998230,-0.005908,-0.010234,-0.005075,-0.6700,-1.1742,-0.5737,135,-352,-217
917,2026-04-07T10:50:32.132Z,1775559032482,0.998230,-0.005891,-0.010172,-0.005071,-0.6681,-1.1671,-0.5733,135,-350,-215
918,2026-04-07T10:50:32.135Z,1775559032482,0.998230,-0.005840,-0.010190,-0.005063,-0.6623,-1.1691,-0.5725,135,-347,-212
919,2026-04-07T10:50:32.138Z,1775559032482,0.998231,-0.005891,-0.010144,-0.005070,-0.6681,-1.1639,-0.5732,135,-344,-209
920,2026-04-07T10:50:32.159Z,1775559032519,0.998232,-0.005820,-0.010055,-0.005076,-0.6600,-1.1536,-0.5741,135,-360,-225
921,2026-04-07T10:50:32.185Z,1775559032545,0.998232,-0.005852,-0.010038,-0.005070,-0.6637,-1.1517,-0.5733,135,-360,-225
922,2026-04-07T10:50:32.261Z,1775559032620,0.998232,-0.005811,-0.010050,-0.005045,-0.6591,-1.1530,-0.5705,135,-359,-224
923,2026-04-07T10:50:32.286Z,1775559032646,0.998232,-0.005853,-0.010025,-0.005020,-0.6639,-1.1502,-0.5676,135,-360,-225
924,2026-04-07T10:50:32.359Z,1775559032717,0.998231,-0.005933,-0.010084,-0.005020,-0.6730,-1.1570,-0.5675,135,-358,-223
925,2026-04-07T10:50:32.383Z,1775559032743,0.998231,-0.005932,-0.010102,-0.005015,-0.6729,-1.1590,-0.5669,135,-360,-225
926,2026-04-07T10:50:32.457Z,1775559032817,0.998231,-0.005894,-0.010126,-0.005013,-0.6685,-1.1618,-0.5667,135,-360,-225
927,2026-04-07T10:50:32.485Z,1775559032843,0.998231,-0.005869,-0.010180,-0.005002,-0.6657,-1.1679,-0.5655,135,-358,-223
928,2026-04-07T10:50:32.557Z,1775559032916,0.998230,-0.005889,-0.010277,-0.005020,-0.6679,-1.1790,-0.5674,135,-359,-224
929,2026-04-07T10:50:32.582Z,1775559032942,0.998229,-0.005926,-0.010265,-0.005025,-0.6721,-1.1777,-0.5680,135,-360,-225
930,2026-04-07T10:50:32.661Z,1775559033021,0.998230,-0.005988,-0.010156,-0.005032,-0.6793,-1.1653,-0.5688,135,-360,-225
931,2026-04-07T10:50:32.691Z,1775559033050,0.998230,-0.005958,-0.010193,-0.005014,-0.6758,-1.1695,-0.5667,135,-359,-224
932,2026-04-07T10:50:32.757Z,1775559033117,0.998230,-0.005945,-0.010220,-0.005001,-0.6743,-1.1725,-0.5652,135,-360,-225
933,2026-04-07T10:50:32.783Z,1775559033144,0.998230,-0.005970,-0.010173,-0.005027,-0.6772,-1.1672,-0.5682,135,-361,-226
